,Nama Pelanggan,Produk,Ulasan,Rating,label
2724,Roni,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Kualitas bahan cukup baik. Pengemasan juga baik. Manual papernya bukan dengan Bahasa Indonesia, tapi cukup bisa mengikuti step2 gambar aja. Overall cukup puas sih dengan...",5,1
2725,M,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"mejanya bagus,, mulus..
pengirimnya ramah,, penjualnya ramah..
lgsg pasang..",5,1
2726,R***i,Lemari Dapur/ Bufet Rak/ Dapur Rak Multifungsi/ Lemari Dapur Serbaguna,"Bagus, semoga awet",5,1
2727,STEFANUS,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"Ada harga ada rupa, overall bagus,.",5,1
2728,Cahyanto,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,manthap barangnya bagus dan kokoh. cmn masukan untuk seller agar packing lebih safety lagi.. sayang kan barang bagus jadi rusak saat pengiriman,5,1
2729,r***a,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"barang sebenarnya bagus, namun proses pengiriman lama
kemudian barang sampe sudah tidak mulus lagi , beberapa bagian retak dan rusak, serta plastik baut sudah bolong sehi...",1,0
2730,maya,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Tidak ada ulasan,1,0
2731,Putri,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Barang banyak dent tapi packing rapi,3,0
2732,Frans,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Lumayan sih..
Semoga awet aja.",5,1
2733,Kasim,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Mantap,5,1
2734,Kasim,Kursi Kantor Ergonomis/ Kursi Kerja / Kursi Belajar / Kursi Ergonomis,Mantap,5,1
2735,Kasim,Bangku Rias / makeup stool / bangku samping tempat tidur / Kursi piano,Mantap,5,1
2736,Ruchz,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,keren,5,1
2737,erzan,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,ada yg rusak,4,1
2738,I***n,Alarm Pintu Jendela / Smart Window & Door Sensor - Sensor Pintar Wi-Fi,"Tidak ada musik lainnya buat peringatan, saya jadi dimarahain ortu",3,0
2739,Rio,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,kokoh bagus kuat,5,1
2740,E***o,Meja Console / Rak Sofa Persegi / Meja Konsol Minimalis/ Rak Corner,"pemasangan gampang, panduan disediakan, disertakan obeng juga.. bahannya biasa saja.. cocok untuk harga kalau lagi diskon.. kalau tdk diskon kyknya sedikit krg pas..",5,1
2741,I***i,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,"Packaging ok, proses pengiriman cepat. Ada petunjuk pemasangan yg jelas. Cukup kokoh, finjshing kaki dan dudukan kursi bagus.",5,1
2742,J***i,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"Standar lah ada harga ada barang, bahannya sejenis particle board. Packing nya kurang ok, jd pas pengiriman ada yg boncel2 krn komponen2 nya ngempleh2 di dalam kardus nya...",4,1
2743,Luqman,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,kualitasnya cukup baik..pemadangan juga mudah,5,1
2744,jait,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Barang lama sekali sampai,3,0
2745,wahid,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,sudah ke 2 kalinya dengan pesanan yang sama pesanan pertama salah kirim pesanan yang ke 2 tdk lengkap baut dan aksesoris nya TDK ada,1,0
2746,wahid,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,salah barang,1,0
2747,vina,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,"bingung cara pasangny, jok bagian atas tdk menempel pada laci jd sedikit agak ribet klu mau buka tutup bagia. atasny",4,1
2748,Grinaldi,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,"mungkin masukannya packing bisa dikasi bubble wrap, ngga cuma lakban fragile karena pengiriman kargo itu bar bar ekspedisinya.
apart from that, build quality bagus dan pe...",5,1
2749,Wahid,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"Alhamdulillah sudah di rakit, worth to buy lah dengan harga segitu yang cukup murah. minus nya satu, bautnya ada yang kurang... tpi no prob.",5,1
2750,Louis,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"udah ditunggu lama, akhirnya sampai juga, agak sedih ya, soalnya mejanya goyang goyang sedikit, tiap ngetik monitor juga goyang... tapi yaudah deh",4,1
2751,D***d,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"kualitas materialnya cukup baik dan perakitannya cukup mudah, hanya kemasan kardusnya saat diterima sudah robek.",4,1
2752,R***a,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,Kurang bolongan nya 1 tingkat buat rak dalam nya... hmm,4,1
2753,L***n,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,"barang sesuai deskripsi, bagusss",5,1
2754,P***i,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"kurang jelas sih kertas petunjuk pemasangan nya, jd agak ribet,lumayan lamaaa dipasang nya, tp bagus sih setelah jadi...",5,1
2755,A***o,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,barang baru dibuka sudah banyak yang rusak,1,0
2756,Hendra,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,overall bahan yang dikirim oke. hanya ada terdapat sedikit finishing yg kurang rapi pada sudut2 kaki meja.,5,1
2757,Ifan,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"barang samapai dengan aman 
packing aman 
cumq blm sempet ngerakit",5,1
2758,Hendra,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,barang sesuai pesanan dan berfungsi dg baik,5,1
2759,Hendra,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,barang sesuai pesanan dan berfungsi dg baik,5,1
2760,Tan,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,Bagus sekali,5,1
2761,N***n,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,sesuai ekspektasi 👍🏼,5,1
2762,eka,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,Mur sama baut byk yg hilang jd ngerakitnya aga sedikit tricky overall utk harga segitu masih oke,4,1
2763,Ifan,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,mayan walau sedikit goyang tp enak pas posisi nya buat kerja dan naro laptop,5,1
2764,Ifan,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,mantap oke lah dengan harga segini,5,1
2765,Danial,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,pelayanannya buruk.,1,0
2766,Arya,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,mejanya aman dan no cacat,5,1
2767,Rima,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"sukaaa.. bagus, kokoh dan cepat smpai",5,1
2768,Dimas,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Manyap,5,1
2769,A***n,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,Tidak ada ulasan,1,0
2770,P***i,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"Terima kasih pesanan sudah saya terima dgn baik. Packing aman dan rapih, pengiriman ontime, produk cukup bagus dan mudah diinstalasi. Sukses terus ya. Aamiin yra",5,1
2771,R***a,Kursi Bar / Kursi Cafe /Kursi Santai / Kursi Kantor / Bangku Kerja,"Modelnya bagus, bahannya bagus meskipun kursinya enteng tapi dengan harga segitu ini dah bagus banget.. hanya perlu hati2 aja kalo anak2 yg dudukin biar nggak jatuh",5,1
2772,Budi,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"material sesuai harga, dr kejauhan design estetik",5,1
2773,Oya,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,"kualitas👍🏿👍🏿👍🏿
pengiriman lamah dan melewati estimasi🤦🏾‍♂️",5,1
2774,K***s,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,"barangnya bagus, rakitnya gampang, kotor dikit dilap cakep lg, kiriman cepet...",5,1
2775,Hengky,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"design baik, kualitas sesuai harga. 
tidak bisa menahan beban berat di atas 50KG.",4,1
2776,Tory,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,Tidak ada ulasan,5,1
2777,I***n,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"homedoki is ok buangetttt, nyesel deh kalo ga beli disini",5,1
2778,Dai,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,bagus,5,1
2779,Ade,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,ada 1 part yang kebalik di lasnya jadi ga bisa di pasang,3,0
2780,A***a,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,Bagus untuk harga segini dan semoga Awet yaa ini,5,1
2781,Lilis,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,Tidak ada ulasan,1,0
2782,Kharisma,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,kualitas bagus dan di pack rapih. terima kasih yaa,5,1
2783,Danial,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,sekrupnya kurangi.,2,0
2784,Ari,Rak Lemari Buku Serbaguna Rak Buku Book Shelf Multifungsi Minimalis,"Pengirimannya cepet banget hny 1 hari pdhl pesennya di hari libur menjelang tahun baru 2023.
Packing rapih bagian dalamnya ditambah styrofoam, ga ada part yang rusak/gomp...",5,1
2785,Aan,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"produk sesuai gambar, meskipun adminnya lupa masukin kaki meja nya, tapi langsung di respon dan di kirim kaki kabinetnya nya..",5,1
2786,Efrizal,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,Tidak kokoh,3,0
2787,A***L,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"looknya sih bagus. harganya juga murah.
tapi sandarannya letoy. jadi ga aman buat sandar.
pemasangannya lumayan rumit hehe",4,1
2788,Tintoon,Storage Box Organizer Tempat Penyimpanan Serbaguna Rumah Portable,Paket sudah diterima dengan baik bagus kuat muat baju banyak...pengen beli lagi discount lagi dong red volkadotnya...terima kasih,5,1
2789,E***h,Meja Rias / Meja rias flip-top / Meja Rias Minimalis Kaki Kayu Solid,"pasangnya butuh effort lebih, manual petunjuk pasangnya ada tp ngga jelas, yg hobi puzzle mgkn suka krn penuh tantangan, butuh waktu bbrp hr buat ilangin bau bahannya",3,0
2790,A***s,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"material plat nya tipis, untuk daun meja nya sebaiknya dibuat tidak tajam, 
kualitas sesuai harga",4,1
2791,A***a,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,"Sandarannya empuk, nyaman di pakai duduk, materialnya oke, pemasangan sedikit sulit untuk bisa ajeg awalnya, seller informatif, pengiriman kilat. Overall mantab, keep up...",5,1
2792,A***a,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Sandarannya elastis, materialnya oke, pemasangan sedikit sulit untuk bisa ajeg awalnya, seller informatif, pengiriman kilat. Overall mantab, keep up the good work 👍👍",5,1
2793,w***u,Lemari Laci Kayu / Rak Laci Penyimpanan Minimalis Dapur Kayu Serbaguna,retak,3,0
2794,Odo,Rak Sepatu Susun Serbaguna Dengan Sofa / Rak Sepatu Scandinavian,mudah merangkainya mantaf barang kiriman pun cepat,5,1
2795,e***y,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,"pelapak reaponsif, pengiriman cepat. blm dibuka. semoga bagus, kuat dan barang sesuai gbr.",5,1
2796,Mario,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,Tidak ada ulasan,2,0
2797,Gian,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,barang alhamdulillah aman,5,1
2798,Agustinus,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,trimakasih paketnya sudah sampai sesuai deskripsi dan gambar,5,1
2799,Dr,Meja anak-anak / Meja Belajar / Meja Tulis/ Meja belajar minimalis,Tidak ada mur dan baud. meja belajar TIDAK DAPAT DIPASANG. SAYA SANGAT KECEWA,1,0
2800,Bang,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,Tidak ada ulasan,5,1
2801,Aditya,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,respon penjualnya cepat dan barang yang dikirim sesuai dengan pesanan,4,1
2802,a***s,Homedoki kursi lipat lantai / kursi lesehan / lazy sofa / Sofa Lantai,"terimakasih barang sampai dengan selamat, bagus berfungsi dengan baik, seller komunikatif dan responsif, mantap",5,1
2803,I***n,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,bagus gampang di rakit pake j*e pyok dikit penjual ramah dan baik,5,1
2804,Deventasshop,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,BARANG OKE... TERIMA KASIH HOMEDOKI,5,1
2805,W***u,Rak Buku Minimalis Kayu Serbaguna Susun Lemari Multifungsi HD090,rakit sambil merem jg bisa... sepadan sm harganya yg murah,5,1
2806,W***u,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"produk oke, rakit sendirian bisa, tp pake indra ketujuh krn gada manualnya.... wkwkwk.... so far so good",5,1
2807,Rizal,Rak Sepatu Susun / Tempat Sepatu Sandal Lipat / Rak Kayu Serbaguna,"Oke, tp ada bagian yg cacat",5,1
2808,Maulana,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"mayan keker, tp besi hollow beda ama gambar",4,1
2809,Adam,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Mantap!!!,5,1
2810,Ajumadi,Kursi Lipat Portable/ Bangku Lipat Camping/ Kursi Makan kayu Minimalis,"barang sdh sampai , kondisi bagus ............tks",5,1
2811,Erlina,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"kualitas bagus
desain mantap",5,1
2812,Haris,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,"produk bagus, pelayanan vendor cepat ... kurir dan tokped care yg lambat",4,1
2813,Haris,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,produknya bagus ... pelayanan pengiriman dan tokped care yg lama,4,1
2814,Daniel,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,"kualitasnya oke, bukan bener2 perfect. buat ukuran spatu diatas 42 agak kesulitan buat taro lurus jd hrs miring sedikit biar pintunya bisa tertutup rapat. overall mantap...",5,1
2815,Toppers30888910,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,sesuai walaupun lama,5,1
2816,B***U,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,Kualitas baik namun Pengiriman sangat lama,3,0
2817,Jamal,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,kualitas bagus dan perakitan mudah,5,1
2818,Tjahjono,Rak Susun Serbaguna / Rak Buku / Rak Ruang Tamu / Rak Kamar Tidur,"Sayang ada bagian yg tertinggal saat pengiriman awal barang, tapi bisa direspon penjual dengan baik. Terima kasih.",4,1
2819,Ilham,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,mantapp,5,1
2820,Syahri,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"barang oke.... 
pengiriman super lama..... 
admin gak jelas......",4,1
2821,Syahri,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,admin gak jelas,4,1
2822,I***n,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,ok,5,1
2823,Bang,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,bagus banget kereen,5,1
2824,Rizaldi,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"barang sudah sampai, thanks",5,1
2825,M***M,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"respon cepat, pengiriman lambat, gak sesuai pilihan kurir",3,0
2826,Victor,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"paket sudah di unboxing,terima kasih",5,1
2827,Gundam,Lemari Sepatu Susun Minimalis / Rak Sepatu Kapasitas Besar/ Rak Sepatu,"Kualitas oke, design oke, seller oke.",5,1
2828,Moch,Saklar Pintar / Saklar Listrik / Smart BREAKER ON OFF Switch Wireless,Produk Original Produk berfungsi dengan baik Barang Sesuai Deskripsi,5,1
2829,Zilian,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,mejanya goyang tidak kokoh,4,1
2830,B***u,Meja Belajar / Meja Kantor / Meja Kayu Minimalis / Meja Kerja,meja lumayan kokoh. daun meja tebal dan nerat.. sayang ada 3 titik cacat (foto) spertinya pada proses penyimpanan.. overall bagus sesuai dgn harga 600ribuan,3,0
2831,Gandhi,Lemari Rak Sepatu Kayu Dengan Rak Serbaguna Rak Sepatu Minimalis,"review jujur :
design ok, harga ok, kualitas kurang, terutama putaran roda dalam terbuat dari bahan plastik dan rawan patah, tapi dengan harga segitu worth it lah 👍",5,1
2832,Yanuar,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,gambar pada manual tdk sesuai cara pemasangan.,4,1
2833,Deri,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,"Mantap.... Terima kasih seller... Walaupun sempat delay, dan ada benjol di ujung,tapi ok lah 👍",4,1
2834,Kalis,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,sudah tunggu sampai 2 minggu barang belum juga diterima.. setelah komplain ternyata barang hilang dipengiriman.. kok bisa.. 😅,2,0
2835,i***n,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"Barang cepat diantar sesuai pesanan dan bisa dirakit dengan baik cuman sekrup panjangx  kurang 2 , tapi barangx bagus, kurirx ramah 👍",5,1
2836,Aditya,Meja Komputer / Gaming Table/ Meja Belajar / Meja Kerja Meja PC Gaming,"Wah estimasi tanggal 3, tapi tanggal satu paket sudah sampai, terimaksih banyak ka🙌🏻😊",5,1
2837,K***o,Meja Makan / Meja Minum Teh Jepang / Meja Tamu lipat / Meja Lesehan,"Barang sampai dengan aman, tanpa lecet. Mejanya cukup besar utk makan 4 orang, tapi kaki mejanya terlihat kurang kokoh.",4,1
2838,Fesha,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"sesuai, tapi pemasangannya agak sulit.",5,1
2839,Rizal,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,thankyou..,5,1
2840,M***i,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,Tidak ada ulasan,5,1
2841,Dewi,Rak Dapur Susun Minimalis Rak Oven Microwave Bumbu Dapur Serbaguna,"raknya sampe, buku panduan nya jelas jadi rakitnya mudah dan sudah ada obengnya...keren dech",5,1
2842,Indri,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"produk oke sesuai foto dan deskripsi, packaging aman, harga oke  pengiriman oke",5,1
2843,Yen,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,mantap barang bagus sesuai dengan pesanan dan cepat sampainya...terima kasih...,5,1
2844,L***y,Meja Lipat Portable/ Meja Makan portable/ Meja Lipat Besi/ Meja Kayu,Meja bagus... Rangka dari besi dan kuat.. Berat... Cuman las2 an besi kurang banyak... Nanggung... Warna okeh... Overall okeh👍👍👍,5,1
2845,M***d,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,"Produk sudah diterima dengan baik, sesuai dengan ekspektasi, proses pengiriman dari penjual cepat namun dari pihak ekspedisi yang lambat, semoga awet.",5,1
2846,M***d,Meja Rias Putih / Meja Rias Minimalis / Dressing Table Meja Kosmetik,"Produk sudah diterima dengan baik, sesuai dengan ekspektasi, proses pengiriman dari penjual cepat namun dari pihak ekspedisi yang lambat, semoga awet.",5,1
2847,M***d,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,"Produk sudah diterima dengan baik, sesuai dengan ekspektasi, proses pengiriman dari penjual cepat namun dari pihak ekspedisi yang lambat, semoga awet.",5,1
2848,A***a,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,"puas sama barang nya, bagus baik rekomen",5,1
2849,Guntur,Meja / Meja Makan / Meja Komputer / Meja Gaming / Meja Kantor,manis simple kualitas sebanding dengan harga,5,1
2850,M***d,Meja TV Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Rak Serbaguna,harga terjangkau namun memuaskan,5,1
2851,Cakra,Homedoki Meja Belajar Minimalis/ Meja Komputer/ Meja Kantor/ Meja kayu,"manual dalam bahasa mandarin, packaging juga seadanya, saat di angkat baut2 sudah ada yang keluar dr kardus",2,0
2852,A***f,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,"bagus
imut
ngerakitnya ngk terlalu susah
pengiriman cepat",5,1
2853,Imamsyah,Rak Sudut Besar Rak Minimalis Kayu Serbaguna Rak Buku Multifungsi,cara memasangnya pake bahasa cina dan skrupnya tidak ditaruh di sembarangan,1,0
2854,Imamsyah,Meja Kerja / Meja Komputer Meja Desktop Rumah Meja Tulis Sederhana,sekrupnya tidak ada,1,0
2855,H,Tangga Lipat Besi Padat dengan 3/4 langkah Tangga Baja Rumah Tangga,kualitas bagus sesuai mantaf,5,1
2856,h***d,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"sangat kokoh, mantap.....!",5,1
2857,Indrawan,Rak Penyimpanan Rak Dapur Microwave Kamar Rak Serbaguna Rak Microwave,"Respon Lapak ramah, pengiriman cepat & aman. Baut bawaan komplit, namun setelah di Unboxing ada 3 bagian part yg cacat. Mhn untuk pelapak di cek kembali barang sblum...",4,1
2858,Elya,Eames Kursi Tamu untuk Kantor Kafe Kursi Belajar Kursi Bar Bersantai,Panduan Perakitannya kurang jelas,3,0
2859,Firman,Rak Sepatu Kayu Minimalis / Rak Serbaguna Rak Lemari Sepatu HD087,Tidak ada ulasan,5,1
2860,Bramanta,Kursi Cafe Minimalis Dengan Bantal Kulit / Kursi Kantor / Kursi Bar,"mantap lapak terpercaya, pengiran cepat, barang sesuai deskripsi, mewahhh harga murahhh, sukses terus kedepannya gan....",5,1
